post_id,scheme,category,title,answer
312,vida lakshmi yojana,education loan,Banks Registered with Vidya Lakshmi Education Loan,"There 35 banks registered with Vidya Lakshmi Education Loan Scheme and there are 95 loan schemes offered. The following banks are registered with Vidya Lakshmi Education Loan Scheme.Abhyudaya Co-Operative Bank Karnataka Bank Central Bank of India
Allahabad Bank New-India Co-operative Bank Canara Bank
Andhra Bank GP Parsik Bank Corporation Bank
Bank of Baroda RBL Bank DNS Bank
Dena Bank Tamilnad Mercantile Bank Ltd. Federal Bank
HDFC Bank United Bank of India Indian Bank
IDBI Bank Vijaya Bank Indian Overseas Bank [IOB]
State Bank of India [SBI] ICICI Bank UCO Bank
Karur Vysya Bank [KVB] Kotak Mahindra Bank 
Pragathi Krishna Grameen Bank
Bank of Maharashtra Oriental Bank of Commerce Axis Bank
Punjab National Bank [PNB] Union Bank Syndicate Bank
Punjab and Sindh Bank [PSB] Bank of India [BOI]  "
313,vida lakshmi yojana,education loan,How will I know once Education Loan is approved,The Bank will update the status of the application on Vidya Lakshmi portal. Students can view the status of the application on the applicant's dashboard on the portal.
314,vida lakshmi yojana,education loan,How many applications for Educational Loan can be submitted by a student,A student can apply to a maximum of three Banks through Vidya Lakshmi portal using CELAF.
315,vida lakshmi yojana,education loan,What is Common Educational Loan Application Form (CELAF),The Common Educational Loan Application Form is the single form which students can fill to apply for Educational Loan to multiple banks / schemes. CELAF is the application form prescribed by Indian Banks Association (IBA) and accepted by all banks. This form is provided on Vidya Lakshmi portal to apply for Educational loan.
316,vida lakshmi yojana,education loan,SECURITY,"a) Upto Rs. 7.50 lacs
Co-obligation of parents
 No security
 No third-party guarantee
b) Above Rs.7.50 lacs
 Co-obligation of parents together with tangible collateral security of
suitable value, along with the assignment of future income of the student
for payment of instalments. The security can be in the form of land/
building/ Govt.Securities/ Public Sector Bonds/ Units of UTI, NSC, KVP, LIC
policy, gold, shares/ debentures, bank deposit in the name of student/
parent/ guardian or any other third party.
 The documents should be executed by both the student and the
parent/guardian as joint-borrower. We clarify that if the student is a
minor, the documents will be signed by the guardian acting `for self? as
well as `for and on behalf of the minor?.
The co-obligator should be parent(s)/guardian of the student borrower. In
case of married person, co-obligator can be spouse or the parent(s)/parentsin-law. 
"
317,vida lakshmi yojana,education loan,Processing Charges,"No processing/upfront charges may be collected on educational loans.
 For loans to students going abroad:
All those students who approach us for an education loan of more than
Rs.4.00 lacs for studies abroad will be required to make a deposit of
Rs.5000/- which will be adjusted against the contribution of margin
money or the interest payable on the loan, in case the loan is availed by
the applicant. If the applicant does not avail the loan within a period of 4
months of sanction of the loan, the amount will be forfeited. "
318,vida lakshmi yojana,education loan,Maximum Loan Amount,"Studies in India - Maximum Rs. 10.00 lacs
 Studies Abroad - Maximum Rs. 20.00 lacs"
319,vida lakshmi yojana,education loan,Penalty,": If the EMI / Instalment(s) is not credited in the loan account of
the borrower on due date , the undernoted charges will be recovered
from the borrower:
a) Rs 500.00 + service tax (at present, Rs 562.00) for non-credit of
EMI/ Instalment (s) on or before the due date
b) Penal interest @ 2% to be charged for loans above Rs.4 lacs for the
overdue amount and overdue period."
320,vida lakshmi yojana,education loan,Timeline for Disposal of Loan Application,"Maximum 6 days, after the receipt of duly completed application with
supporting documents.
The timeline start from the date of receipt of complete documents from
the applicant and the time taken by the applicant for submitting
documents and/ or for furnishing information sought by the Bank will
not be taken into account for the purpose of timeline indicated above.
All timeline counts will be on the basis of full working days. Wherever
there is a need for verification etc. with various authorities/ Govt. bodies
across one or more centres, a minimum of 15 additional working days
will be applicable. We shall endeavour, at all times, to deliver within the
indicated timelines, barring in situations and circumstances that are
beyond the control of the Bank.
"
321,vida lakshmi yojana,education loan,Sanction & Disbursement,"The loan is generally sanctioned at the branch nearest to the
permanent residential address/place of domicile of the
student/parent.
? The loan to be disbursed in stages as per the requirement/ demand
directly to the Institutions/Vendors of books/ equipments/
instruments to the extent possible.
? For studies in India, in genuine cases, the tuition fee already paid to
the institute by the borrower from their own sources for first
semester at the time of counselling/ admission may be considered
for reimbursement provided the reimbursement is claimed within 6
months of the payment.
"
322,vida lakshmi yojana,education loan,Expenses Considered for Loan,"Fee payable to college/school/hostel: Where the student will be making
his own boarding and lodging arrangements, the sanctioning authority is
authorized to fund boarding and lodging expenses on the basis of
estimate submitted by the student/ parent, provided such expenses are
not more than those charged by the educational institution for boarders.
Examination/Library/Laboratory fee.
 Purchase of books/ equipments/ instruments/ uniforms, Purchase of
computers - essential for completion of the course.
 Any other expense required to complete the course - like study tours,
project work, thesis, etc. considered for loan is capped at 20% of the total
tuition fees payable for completion of the course.
 Caution deposit /building fund/refundable deposit supported by
Institution bills/receipts the amount considered for loan should not
exceed 10% of the tuition fees for the entire course.
 Travel expenses/passage money for studies abroad.
Cost of a two-wheeler upto Rs. 50,000 can be included in the expenses
considered eligible for finance where the loan amount is secured by a
suitable third party guarantee and/or tangible collateral security. Twowheeler can be necessary in some cases where hostel and college are far
apart
 Premium of the insurance policy covering the life of the borrower for loan"
